10.14469/hpc/10386>	[IFDReference 1 >as>null doi:https://doi.org/10.14469/hpc/10386]	Syntheses and Characterization of Main Group, Transition Metal, Lanthanide and Actinide Complexes of Bidentate Acylpyrazolone Ligands
10.14469/hpc/10386>C>11349>	[IFDReference 2 >as>null doi:https://doi.org/10.14469/hpc/11349]
10.14469/hpc/10386>C>11347>C>11522>C>11524>D>R	[IFDReference 161 >as>20-13C.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11524&file=3]
10.14469/hpc/10386>C>11347>C>11522>C>11524>D>R	[IFDReference 162 >as>20-13C.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11524&file=2]
10.14469/hpc/10386>C>11347>C>11522>C>11524>D>R	[IFDReference 163 >as>20-13C.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11524&file=1]
10.14469/hpc/10386>C>11347>C>11522>C>13944>	[IFDReference 164 >as>null doi:https://doi.org/10.14469/hpc/13944]	NMR Data for (Aqua)(ethanol) bis(4-(ethoxycarbonyl)-1-phenyl-1H-pyrazol-5-olate)calcium (20), 1H, 13C, HSQC
10.14469/hpc/10386>C>11347>C>11522>C>13944>D>R	[IFDReference 165 >as>20.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=13944&file=8]
10.14469/hpc/10386>C>11347>C>11522>C>13944>D>R	[IFDReference 166 >as>20.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=13944&file=7]
10.14469/hpc/10386>C>11347>C>11522>C>13944>D>R	[IFDReference 167 >as>20.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=13944&file=6]
10.14469/hpc/10386>C>11347>C>11522>C>13944>D>R	[IFDReference 168 >as>20-hsqc.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=13944&file=5]
10.14469/hpc/10386>C>11347>C>11522>C>13944>D>R	[IFDReference 169 >as>20-hsqc.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=13944&file=4]
10.14469/hpc/10386>C>11347>C>11522>C>13944>D>R	[IFDReference 170 >as>20-hsqc.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=13944&file=3]
10.14469/hpc/10386>C>11347>C>11522>C>13944>D>R	[IFDReference 171 >as>20-hsqc.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=13944&file=2]
10.14469/hpc/10386>C>11347>C>11522>C>11523>	[IFDReference 172 >as>null doi:https://doi.org/10.14469/hpc/11523]	NMR Data for (Aqua)(ethanol) bis(4-(ethoxycarbonyl)-1-phenyl-1H-pyrazol-5-olate)calcium (20), 1H
10.14469/hpc/10386>C>11347>C>11522>C>11523>D>R	[IFDReference 173 >as>20.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11523&file=10]
10.14469/hpc/10386>C>11347>C>11522>C>11523>D>R	[IFDReference 174 >as>20.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11523&file=9]
10.14469/hpc/10386>C>11347>C>11522>C>11523>D>R	[IFDReference 175 >as>20.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11523&file=8]
10.14469/hpc/10386>C>11347>C>11522>C>11523>D>R	[IFDReference 176 >as>20-1H.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11523&file=4]
10.14469/hpc/10386>C>11347>C>11522>C>11523>D>R	[IFDReference 177 >as>20-1H.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11523&file=3]
10.14469/hpc/10386>C>11347>C>11522>C>11523>D>R	[IFDReference 178 >as>20-1H.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11523&file=2]
10.14469/hpc/10386>C>11347>C>11522>C>11523>D>R	[IFDReference 179 >as>20-1H.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11523&file=1]
10.14469/hpc/10386>C>11347>C>11522>C>11525>	[IFDReference 180 >as>null doi:https://doi.org/10.14469/hpc/11525]	NMR Data for (Aqua)(ethanol) bis(4-(ethoxycarbonyl)-1-phenyl-1H-pyrazol-5-olate)calcium (20), 1H, 13C, HMBC
10.14469/hpc/10386>C>11347>C>11522>C>11525>D>R	[IFDReference 181 >as>20.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11525&file=10]
10.14469/hpc/10386>C>11347>C>11522>C>11525>D>R	[IFDReference 182 >as>20.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11525&file=9]
10.14469/hpc/10386>C>11347>C>11522>C>11525>D>R	[IFDReference 183 >as>20.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11525&file=8]
10.14469/hpc/10386>C>11347>C>11522>C>11525>D>R	[IFDReference 184 >as>20-hmbc.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11525&file=4]
10.14469/hpc/10386>C>11347>C>11522>C>11525>D>R	[IFDReference 185 >as>20-hmbc.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11525&file=3]
10.14469/hpc/10386>C>11347>C>11522>C>11525>D>R	[IFDReference 186 >as>20-hmbc.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11525&file=2]
10.14469/hpc/10386>C>11347>C>11522>C>11525>D>R	[IFDReference 187 >as>20-hmbc.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11525&file=1]
10.14469/hpc/10386>C>11347>C>11521>	[IFDReference 188 >as>null doi:https://doi.org/10.14469/hpc/11521]
10.14469/hpc/10386>C>11347>C>11521>D>R	[IFDReference 189 >as>20.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11521&file=7]
10.14469/hpc/10386>C>11347>C>11521>D>R	[IFDReference 190 >as>20.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11521&file=6]
10.14469/hpc/10386>C>11347>C>11521>D>R	[IFDReference 191 >as>20.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11521&file=5]
10.14469/hpc/10386>C>11347>C>11521>D>R	[IFDReference 192 >as>TM-VI-107solid_2021-10-06T16-12-26.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11521&file=1]
10.14469/hpc/10386>C>11347>C>11348>	[IFDReference 193 >as>null doi:https://doi.org/10.14469/hpc/11348]
10.14469/hpc/10386>C>11347>C>11348>C>R	[IFDReference 194 >as>20.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11348&file=5]
10.14469/hpc/10386>C>11347>C>11348>C>R	[IFDReference 195 >as>20.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11348&file=4]
10.14469/hpc/10386>C>11347>C>11348>C>R	[IFDReference 196 >as>AB2117.tar.gz url:https://data.hpc.imperial.ac.uk/resolve/?doi=11348&file=3]
10.14469/hpc/10386>C>11347>C>11348>C>R	[IFDReference 197 >as>AB2117.7z url:https://data.hpc.imperial.ac.uk/resolve/?doi=11348&file=2]
10.14469/hpc/10386>C>11347>C>11348>C>R	[IFDReference 198 >as>AB2117.cif url:https://data.hpc.imperial.ac.uk/resolve/?doi=11348&file=1]
10.14469/hpc/10386>C>11347>C>11348>C>ccdc.csd.cc2d6rbq>	[IFDReference 199 >as>null doi:https://doi.org/10.5517/ccdc.csd.cc2d6rbq]	CCDC 2211023: Experimental Crystal Structure Determination
10.14469/hpc/10386>C>11744>	[IFDReference 200 >as>null doi:https://doi.org/10.14469/hpc/11744]
10.14469/hpc/10386>C>11744>C>R	[IFDReference 201 >as>68.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11744&file=3]
10.14469/hpc/10386>C>11744>C>R	[IFDReference 202 >as>68.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11744&file=2]
10.14469/hpc/10386>C>11744>C>R	[IFDReference 203 >as>68.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11744&file=1]
10.14469/hpc/10386>C>11404>	[IFDReference 204 >as>null doi:https://doi.org/10.14469/hpc/11404]
10.14469/hpc/10386>C>11404>C>11509>	[IFDReference 205 >as>null doi:https://doi.org/10.14469/hpc/11509]	IR Data for  Sample 58.
10.14469/hpc/10386>C>11404>C>11509>D>R	[IFDReference 206 >as>58.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11509&file=7]
10.14469/hpc/10386>C>11404>C>11509>D>R	[IFDReference 207 >as>58.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11509&file=6]
10.14469/hpc/10386>C>11404>C>11509>D>R	[IFDReference 208 >as>58.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11509&file=5]
10.14469/hpc/10386>C>11404>C>11509>D>R	[IFDReference 209 >as>TM-VI-203_2021-12-05T19-15-17.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11509&file=2]
10.14469/hpc/10386>C>11404>C>11426>	[IFDReference 210 >as>null doi:https://doi.org/10.14469/hpc/11426]
10.14469/hpc/10386>C>11404>C>11426>D>R	[IFDReference 211 >as>58.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11426&file=6]
10.14469/hpc/10386>C>11404>C>11426>D>R	[IFDReference 212 >as>58.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11426&file=5]
10.14469/hpc/10386>C>11404>C>11426>D>R	[IFDReference 213 >as>58.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11426&file=4]
10.14469/hpc/10386>C>11404>C>11426>D>R	[IFDReference 214 >as>AB2237.tar.gz url:https://data.hpc.imperial.ac.uk/resolve/?doi=11426&file=3]
10.14469/hpc/10386>C>11404>C>11426>D>R	[IFDReference 215 >as>AB2237.7z url:https://data.hpc.imperial.ac.uk/resolve/?doi=11426&file=2]
10.14469/hpc/10386>C>11404>C>11426>D>R	[IFDReference 216 >as>AB2237.cif url:https://data.hpc.imperial.ac.uk/resolve/?doi=11426&file=1]
10.14469/hpc/10386>C>11404>C>11426>D>ccdc.csd.cc2d6qq2>	[IFDReference 217 >as>null doi:https://doi.org/10.5517/ccdc.csd.cc2d6qq2]	CCDC 2211004: Experimental Crystal Structure Determination
10.14469/hpc/10386>C>11395>	[IFDReference 218 >as>null doi:https://doi.org/10.14469/hpc/11395]
10.14469/hpc/10386>C>11395>C>11578>	[IFDReference 219 >as>null doi:https://doi.org/10.14469/hpc/11578]
10.14469/hpc/10386>C>11395>C>11578>C>11579>	[IFDReference 220 >as>null doi:https://doi.org/10.14469/hpc/11579]	NMR Data for Bis(ethyl 5-hydroxy-1-phenyl-1H-pyrazole-4-carboxylate)tetrakis(acetato)dirhodium (40), 1H
10.14469/hpc/10386>C>11395>C>11578>C>11579>D>R	[IFDReference 221 >as>40.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11579&file=12]
10.14469/hpc/10386>C>11395>C>11578>C>11579>D>R	[IFDReference 222 >as>40.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11579&file=11]
10.14469/hpc/10386>C>11395>C>11578>C>11579>D>R	[IFDReference 223 >as>40.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11579&file=10]
10.14469/hpc/10386>C>11395>C>11578>C>11579>D>R	[IFDReference 224 >as>40-1H.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11579&file=4]
10.14469/hpc/10386>C>11395>C>11578>C>11579>D>R	[IFDReference 225 >as>40-1H.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11579&file=3]
10.14469/hpc/10386>C>11395>C>11578>C>11579>D>R	[IFDReference 226 >as>40-1H.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11579&file=2]
10.14469/hpc/10386>C>11395>C>11578>C>11579>D>R	[IFDReference 227 >as>40-1H.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11579&file=1]
10.14469/hpc/10386>C>11395>C>11578>C>11580>	[IFDReference 228 >as>null doi:https://doi.org/10.14469/hpc/11580]	NMR Data for Bis(ethyl 5-hydroxy-1-phenyl-1H-pyrazole-4-carboxylate)tetrakis(acetato)dirhodium (40), 13C
10.14469/hpc/10386>C>11395>C>11578>C>11580>D>R	[IFDReference 229 >as>40.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11580&file=12]
10.14469/hpc/10386>C>11395>C>11578>C>11580>D>R	[IFDReference 230 >as>40.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11580&file=11]
10.14469/hpc/10386>C>11395>C>11578>C>11580>D>R	[IFDReference 231 >as>40.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11580&file=9]
10.14469/hpc/10386>C>11395>C>11578>C>11580>D>R	[IFDReference 232 >as>40-13C.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11580&file=4]
10.14469/hpc/10386>C>11395>C>11578>C>11580>D>R	[IFDReference 233 >as>40-13C.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11580&file=3]
10.14469/hpc/10386>C>11395>C>11578>C>11580>D>R	[IFDReference 234 >as>40-13C.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11580&file=2]
10.14469/hpc/10386>C>11395>C>11578>C>11580>D>R	[IFDReference 235 >as>40-13C.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11580&file=1]
10.14469/hpc/10386>C>11395>C>11578>C>11581>	[IFDReference 236 >as>null doi:https://doi.org/10.14469/hpc/11581]	NMR Data for Bis(ethyl 5-hydroxy-1-phenyl-1H-pyrazole-4-carboxylate)tetrakis(acetato)dirhodium (40),  1H, COSY
10.14469/hpc/10386>C>11395>C>11578>C>11581>D>R	[IFDReference 237 >as>40.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11581&file=12]
10.14469/hpc/10386>C>11395>C>11578>C>11581>D>R	[IFDReference 238 >as>40.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11581&file=11]
10.14469/hpc/10386>C>11395>C>11578>C>11581>D>R	[IFDReference 239 >as>40.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11581&file=9]
10.14469/hpc/10386>C>11395>C>11578>C>11581>D>R	[IFDReference 240 >as>40-cosy.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11581&file=4]
10.14469/hpc/10386>C>11395>C>11578>C>11581>D>R	[IFDReference 241 >as>40-cosy.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11581&file=3]
10.14469/hpc/10386>C>11395>C>11578>C>11581>D>R	[IFDReference 242 >as>40-cosy.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11581&file=2]
10.14469/hpc/10386>C>11395>C>11578>C>11581>D>R	[IFDReference 243 >as>40-cosy.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11581&file=1]
10.14469/hpc/10386>C>11395>C>11578>C>11583>	[IFDReference 244 >as>null doi:https://doi.org/10.14469/hpc/11583]	NMR Data for Bis(ethyl 5-hydroxy-1-phenyl-1H-pyrazole-4-carboxylate)tetrakis(acetato)dirhodium (40), 1H, 13C, HMQC
10.14469/hpc/10386>C>11395>C>11578>C>11583>D>R	[IFDReference 245 >as>40.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11583&file=12]
10.14469/hpc/10386>C>11395>C>11578>C>11583>D>R	[IFDReference 246 >as>40.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11583&file=11]
10.14469/hpc/10386>C>11395>C>11578>C>11583>D>R	[IFDReference 247 >as>40.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11583&file=8]
10.14469/hpc/10386>C>11395>C>11578>C>11583>D>R	[IFDReference 248 >as>40-hsqc.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11583&file=4]
10.14469/hpc/10386>C>11395>C>11578>C>11583>D>R	[IFDReference 249 >as>40-hsqc.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11583&file=3]
10.14469/hpc/10386>C>11395>C>11578>C>11583>D>R	[IFDReference 250 >as>40-hsqc.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11583&file=2]
10.14469/hpc/10386>C>11395>C>11578>C>11583>D>R	[IFDReference 251 >as>40-hsqc.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11583&file=1]
10.14469/hpc/10386>C>11395>C>11578>C>11585>	[IFDReference 252 >as>null doi:https://doi.org/10.14469/hpc/11585]	NMR Data for Bis(ethyl 5-hydroxy-1-phenyl-1H-pyrazole-4-carboxylate)tetrakis(acetato)dirhodium (40), 1H, 13C, HMBC
10.14469/hpc/10386>C>11395>C>11578>C>11585>D>R	[IFDReference 253 >as>40.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11585&file=11]
10.14469/hpc/10386>C>11395>C>11578>C>11585>D>R	[IFDReference 254 >as>40.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11585&file=10]
10.14469/hpc/10386>C>11395>C>11578>C>11585>D>R	[IFDReference 255 >as>40.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11585&file=7]
10.14469/hpc/10386>C>11395>C>11578>C>11585>D>R	[IFDReference 256 >as>40-hmbc.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11585&file=4]
10.14469/hpc/10386>C>11395>C>11578>C>11585>D>R	[IFDReference 257 >as>40-hmbc.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11585&file=3]
10.14469/hpc/10386>C>11395>C>11578>C>11585>D>R	[IFDReference 258 >as>40-hmbc.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11585&file=2]
10.14469/hpc/10386>C>11395>C>11578>C>11585>D>R	[IFDReference 259 >as>40-hmbc.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11585&file=1]
10.14469/hpc/10386>C>11395>C>11577>	[IFDReference 260 >as>null doi:https://doi.org/10.14469/hpc/11577]
10.14469/hpc/10386>C>11395>C>11577>D>R	[IFDReference 261 >as>40.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11577&file=8]
10.14469/hpc/10386>C>11395>C>11577>D>R	[IFDReference 262 >as>40-v3.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11577&file=7]
10.14469/hpc/10386>C>11395>C>11577>D>R	[IFDReference 263 >as>40.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11577&file=6]
10.14469/hpc/10386>C>11395>C>11577>D>R	[IFDReference 264 >as>40.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11577&file=2]
10.14469/hpc/10386>C>11395>C>11577>D>R	[IFDReference 265 >as>TM-VI-158_2021-11-24T14-59-16.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11577&file=1]
10.14469/hpc/10386>C>11395>C>11416>	[IFDReference 266 >as>null doi:https://doi.org/10.14469/hpc/11416]
10.14469/hpc/10386>C>11395>C>11416>D>R	[IFDReference 267 >as>40.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11416&file=7]
10.14469/hpc/10386>C>11395>C>11416>D>R	[IFDReference 268 >as>40.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11416&file=6]
10.14469/hpc/10386>C>11395>C>11416>D>R	[IFDReference 269 >as>AB2130.zip.002 url:https://data.hpc.imperial.ac.uk/resolve/?doi=11416&file=5]
10.14469/hpc/10386>C>11395>C>11416>D>R	[IFDReference 270 >as>AB2130.zip.001 url:https://data.hpc.imperial.ac.uk/resolve/?doi=11416&file=4]
10.14469/hpc/10386>C>11395>C>11416>D>R	[IFDReference 271 >as>AB2130.7z.002 url:https://data.hpc.imperial.ac.uk/resolve/?doi=11416&file=3]
10.14469/hpc/10386>C>11395>C>11416>D>R	[IFDReference 272 >as>AB2130.7z.001 url:https://data.hpc.imperial.ac.uk/resolve/?doi=11416&file=2]
10.14469/hpc/10386>C>11395>C>11416>D>R	[IFDReference 273 >as>AB2130.cif url:https://data.hpc.imperial.ac.uk/resolve/?doi=11416&file=1]
10.14469/hpc/10386>C>11395>C>11416>D>ccdc.csd.cc2d6q9n>	[IFDReference 274 >as>null doi:https://doi.org/10.5517/ccdc.csd.cc2d6q9n]	CCDC 2210991: Experimental Crystal Structure Determination
10.14469/hpc/10386>C>11343>	[IFDReference 275 >as>null doi:https://doi.org/10.14469/hpc/11343]
10.14469/hpc/10386>C>11343>C>R	[IFDReference 276 >as>19.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11343&file=1]
10.14469/hpc/10386>C>11343>C>11498>	[IFDReference 277 >as>null doi:https://doi.org/10.14469/hpc/11498]
10.14469/hpc/10386>C>11343>C>11498>D>R	[IFDReference 278 >as>19.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11498&file=7]
10.14469/hpc/10386>C>11343>C>11498>D>R	[IFDReference 279 >as>19.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11498&file=6]
10.14469/hpc/10386>C>11343>C>11498>D>R	[IFDReference 280 >as>19.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11498&file=5]
10.14469/hpc/10386>C>11343>C>11498>D>R	[IFDReference 281 >as>TM-VI-108solid_2021-10-06T16-15-46.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11498&file=1]
10.14469/hpc/10386>C>11343>C>11499>	[IFDReference 282 >as>null doi:https://doi.org/10.14469/hpc/11499]
10.14469/hpc/10386>C>11343>C>11499>C>11500>	[IFDReference 283 >as>null doi:https://doi.org/10.14469/hpc/11500]	NMR Data for Bis(ethanol) bis(4-(ethoxycarbonyl)-1-(4-methoxybenzyl)-1H-pyrazol-5-olate)calcium (19), 1H, 13C, HSQC
10.14469/hpc/10386>C>11343>C>11499>C>11500>D>R	[IFDReference 284 >as>19.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11500&file=9]
10.14469/hpc/10386>C>11343>C>11499>C>11500>D>R	[IFDReference 285 >as>19.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11500&file=8]
10.14469/hpc/10386>C>11343>C>11499>C>11500>D>R	[IFDReference 286 >as>19.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11500&file=7]
10.14469/hpc/10386>C>11343>C>11499>C>11500>D>R	[IFDReference 287 >as>19.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11500&file=4]
10.14469/hpc/10386>C>11343>C>11499>C>11500>D>R	[IFDReference 288 >as>19-hsqc.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11500&file=3]
10.14469/hpc/10386>C>11343>C>11499>C>11500>D>R	[IFDReference 289 >as>19-hsqc.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11500&file=2]
10.14469/hpc/10386>C>11343>C>11499>C>11500>D>R	[IFDReference 290 >as>19-hsqc.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11500&file=1]
10.14469/hpc/10386>C>11343>C>11499>C>11501>	[IFDReference 291 >as>null doi:https://doi.org/10.14469/hpc/11501]	NMR Data for Bis(ethanol) bis(4-(ethoxycarbonyl)-1-(4-methoxybenzyl)-1H-pyrazol-5-olate)calcium (19), 1H, 13C, HMBC
10.14469/hpc/10386>C>11343>C>11499>C>11501>D>R	[IFDReference 292 >as>19.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11501&file=9]
10.14469/hpc/10386>C>11343>C>11499>C>11501>D>R	[IFDReference 293 >as>19.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11501&file=8]
10.14469/hpc/10386>C>11343>C>11499>C>11501>D>R	[IFDReference 294 >as>19.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11501&file=7]
10.14469/hpc/10386>C>11343>C>11499>C>11501>D>R	[IFDReference 295 >as>19.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11501&file=4]
10.14469/hpc/10386>C>11343>C>11499>C>11501>D>R	[IFDReference 296 >as>19.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11501&file=3]
10.14469/hpc/10386>C>11343>C>11499>C>11501>D>R	[IFDReference 297 >as>19-hmbc.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11501&file=2]
10.14469/hpc/10386>C>11343>C>11499>C>11501>D>R	[IFDReference 298 >as>19-hmbc.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11501&file=1]
10.14469/hpc/10386>C>11343>C>11499>C>11502>	[IFDReference 299 >as>null doi:https://doi.org/10.14469/hpc/11502]	NMR Data for Bis(ethanol) bis(4-(ethoxycarbonyl)-1-(4-methoxybenzyl)-1H-pyrazol-5-olate)calcium (19), 13C
10.14469/hpc/10386>C>11343>C>11499>C>11502>D>R	[IFDReference 300 >as>19.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11502&file=9]
10.14469/hpc/10386>C>11343>C>11499>C>11502>D>R	[IFDReference 301 >as>19.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11502&file=8]
10.14469/hpc/10386>C>11343>C>11499>C>11502>D>R	[IFDReference 302 >as>19.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11502&file=7]
10.14469/hpc/10386>C>11343>C>11499>C>11502>D>R	[IFDReference 303 >as>19.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11502&file=4]
10.14469/hpc/10386>C>11343>C>11499>C>11502>D>R	[IFDReference 304 >as>19.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11502&file=3]
10.14469/hpc/10386>C>11343>C>11499>C>11502>D>R	[IFDReference 305 >as>19-1H.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11502&file=2]
10.14469/hpc/10386>C>11343>C>11499>C>11502>D>R	[IFDReference 306 >as>19-1H.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11502&file=1]
10.14469/hpc/10386>C>11343>C>11499>C>11503>	[IFDReference 307 >as>null doi:https://doi.org/10.14469/hpc/11503]	NMR Data for Bis(ethanol) bis(4-(ethoxycarbonyl)-1-(4-methoxybenzyl)-1H-pyrazol-5-olate)calcium (19), 1H
10.14469/hpc/10386>C>11343>C>11499>C>11503>D>R	[IFDReference 308 >as>19.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11503&file=9]
10.14469/hpc/10386>C>11343>C>11499>C>11503>D>R	[IFDReference 309 >as>19.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11503&file=8]
10.14469/hpc/10386>C>11343>C>11499>C>11503>D>R	[IFDReference 310 >as>19.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11503&file=7]
10.14469/hpc/10386>C>11343>C>11499>C>11503>D>R	[IFDReference 311 >as>19.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11503&file=4]
10.14469/hpc/10386>C>11343>C>11499>C>11503>D>R	[IFDReference 312 >as>19.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11503&file=3]
10.14469/hpc/10386>C>11343>C>11499>C>11503>D>R	[IFDReference 313 >as>19-13C.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11503&file=2]
10.14469/hpc/10386>C>11343>C>11499>C>11503>D>R	[IFDReference 314 >as>19-13C.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11503&file=1]
10.14469/hpc/10386>C>11343>C>11346>	[IFDReference 315 >as>null doi:https://doi.org/10.14469/hpc/11346]
10.14469/hpc/10386>C>11343>C>11346>D>R	[IFDReference 316 >as>19.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11346&file=5]
10.14469/hpc/10386>C>11343>C>11346>D>R	[IFDReference 317 >as>19.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11346&file=4]
